marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
Frigidaire,144.0,B,Side-by-Side,Ice Dispenser,Black,Plastic,5.0,India,1074.0,429.5
Whirlpool,588.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,6.0,USA,1099.0,457.5
Haier,452.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,1.0,USA,658.0,469.0
Bosch,138.0,B,Side-by-Side,Water Dispenser,White,Glass,3.0,Germany,1434.0,434.5
Haier,536.0,B,Single Door,Ice Dispenser,Black,Plastic,9.0,China,762.0,440.0
Panasonic,408.0,A,Side-by-Side,Water Dispenser,White,Stainless Steel,9.0,USA,1462.0,463.0
Frigidaire,317.0,A+,Single Door,Ice Dispenser,White,Plastic,4.0,USA,1061.0,446.5
Haier,383.0,A+,Side-by-Side,Smart Connectivity,White,Glass,3.0,India,1559.0,444.0
Bosch,565.0,A++,Single Door,Smart Connectivity,Silver,Plastic,8.0,USA,1589.0,441.5
Whirlpool,533.0,B,Single Door,Ice Dispenser,White,Glass,2.0,USA,1967.0,461.0
Haier,278.0,A+,Double Door,Water Dispenser,Gray,Glass,6.0,China,1923.0,444.0
Bosch,336.0,B,Single Door,Smart Connectivity,White,Stainless Steel,8.0,China,336.0,434.5
GE,238.0,A+,Single Door,Water Dispenser,Black,Stainless Steel,8.0,Germany,1099.0,403.0
Panasonic,554.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,4.0,China,915.0,469.0
Panasonic,451.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,8.0,India,960.0,430.0
Frigidaire,269.0,A,Single Door,Smart Connectivity,White,Stainless Steel,7.0,India,869.0,440.5
Electrolux,755.0,A,Single Door,Smart Connectivity,White,Plastic,8.0,China,775.0,458.0
Electrolux,162.0,A++,Double Door,Water Dispenser,Black,Plastic,6.0,India,338.0,431.0
Electrolux,647.0,B,Single Door,Smart Connectivity,Silver,Plastic,2.0,India,574.0,431.5
GE,733.0,A,Side-by-Side,Water Dispenser,Black,Glass,8.0,Germany,1099.0,447.0
GE,317.0,A+,Double Door,Smart Connectivity,Silver,Plastic,4.0,USA,554.0,403.0
Frigidaire,772.0,A,Double Door,Water Dispenser,White,Plastic,9.0,India,1083.0,440.5
GE,199.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,India,1771.0,447.0
Haier,221.0,A,Side-by-Side,Water Dispenser,White,Stainless Steel,2.0,China,480.0,469.0
Panasonic,390.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,7.0,China,849.0,469.0
Bosch,768.0,A,Single Door,Water Dispenser,White,Plastic,6.0,China,346.0,424.0
Siemens,250.0,A++,Single Door,Smart Connectivity,White,Glass,4.0,India,1010.0,469.0
Bosch,720.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,584.0,434.5
GE,411.0,B,Single Door,Smart Connectivity,Gray,Glass,1.0,India,925.0,471.0
Whirlpool,416.0,A++,Side-by-Side,Ice Dispenser,Gray,Plastic,7.0,Germany,1708.0,416.5
LG,709.0,A++,Single Door,Smart Connectivity,Gray,Glass,4.0,India,328.0,465.0
Samsung,238.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,2.0,USA,1490.0,447.0
Siemens,280.0,A++,Double Door,Smart Connectivity,Black,Plastic,3.0,India,1387.0,469.0
Samsung,155.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,4.0,China,748.0,458.0
Haier,265.0,B,Side-by-Side,Water Dispenser,Black,Plastic,5.0,USA,1528.0,440.0
LG,293.0,A++,Double Door,Water Dispenser,Silver,Plastic,4.0,India,924.0,465.0
Bosch,470.0,B,Double Door,Ice Dispenser,White,Plastic,6.0,USA,1713.0,434.5
Haier,656.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,3.0,Germany,1109.0,469.0
Haier,529.0,B,Side-by-Side,Water Dispenser,Gray,Glass,3.0,India,958.0,440.0
GE,358.0,B,Side-by-Side,Water Dispenser,White,Plastic,4.0,India,1798.0,471.0
Samsung,351.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,7.0,USA,334.0,458.0
Whirlpool,441.0,A,Single Door,Smart Connectivity,Gray,Plastic,7.0,India,783.0,457.5
Whirlpool,295.0,A++,Single Door,Smart Connectivity,Black,Glass,7.0,Germany,1710.0,416.5
GE,747.0,A,Double Door,Water Dispenser,Black,Stainless Steel,9.0,USA,682.0,447.0
Panasonic,599.0,B,Single Door,Ice Dispenser,Black,Stainless Steel,2.0,Germany,1853.0,466.0
Electrolux,111.0,A+,Single Door,Water Dispenser,Black,Glass,7.0,Germany,772.0,461.0
Panasonic,790.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,5.0,China,1128.0,469.0
LG,451.0,A+,Side-by-Side,Water Dispenser,White,Stainless Steel,2.0,India,520.0,453.0
Whirlpool,316.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,7.0,India,1454.0,479.0
LG,223.0,A,Single Door,Water Dispenser,White,Stainless Steel,4.0,India,1448.0,458.0
LG,632.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,5.0,China,217.0,453.0
Siemens,595.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,India,761.0,476.0
LG,396.0,A+,Double Door,Water Dispenser,Gray,Plastic,9.0,India,1552.0,453.0
Haier,411.0,B,Double Door,Smart Connectivity,Black,Glass,8.0,India,1319.0,440.0
Br@ndX,533.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,9.0,China,1973.0,487.0
Bosch,364.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,8.0,India,834.0,441.5
Bosch,125.0,B,Single Door,Smart Connectivity,Gray,Glass,2.0,USA,907.0,434.5
Bosch,221.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,3.0,USA,1135.0,424.0
GE,370.0,A,Single Door,Water Dispenser,Gray,Plastic,5.0,USA,212.0,447.0
Bosch,223.0,B,Double Door,Water Dispenser,White,Stainless Steel,1.0,India,1638.0,434.5
LG,722.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,9.0,Germany,1780.0,465.0
Haier,321.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,2.0,China,1189.0,434.5
Siemens,577.0,A,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,2.0,USA,1583.0,476.0
Panasonic,782.0,A,Single Door,Water Dispenser,Silver,Plastic,2.0,USA,1366.0,463.0
Electrolux,451.0,B,Double Door,Smart Connectivity,Silver,Glass,9.0,China,1178.0,431.5
GE,612.0,A+,Single Door,Smart Connectivity,Gray,Plastic,2.0,China,1709.0,403.0
Bosch,110.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,8.0,USA,240.0,446.5
Frigidaire,374.0,A,Double Door,Water Dispenser,Black,Stainless Steel,1.0,China,1083.0,440.5
Siemens,562.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,China,1037.0,455.0
Siemens,326.0,A,Double Door,Smart Connectivity,Gray,Glass,4.0,China,504.0,476.0
GE,425.0,A+,Double Door,Ice Dispenser,White,Plastic,2.0,USA,1511.0,403.0
GE,621.0,A,Double Door,Water Dispenser,Silver,Glass,4.0,Germany,1210.0,447.0
Haier,318.0,A++,Double Door,Water Dispenser,White,Glass,8.0,India,309.0,434.5
Haier,480.0,B,Single Door,Water Dispenser,White,Plastic,5.0,Germany,1614.0,440.0
Panasonic,569.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,China,1806.0,466.0
Haier,692.0,A,Single Door,Water Dispenser,Black,Glass,6.0,China,1757.0,469.0
Electrolux,456.0,A++,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,7.0,Germany,301.0,431.0
Panasonic,582.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,USA,963.0,466.0
Frigidaire,677.0,A,Single Door,Ice Dispenser,Gray,Glass,6.0,Germany,1175.0,440.5
Siemens,571.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,5.0,China,1009.0,455.0
Panasonic,587.0,A++,Side-by-Side,Smart Connectivity,White,Glass,4.0,India,349.0,469.0
Bosch,694.0,B,Double Door,Water Dispenser,Gray,Glass,3.0,USA,908.0,434.5
Panasonic,179.0,A++,Double Door,Ice Dispenser,White,Glass,1.0,USA,554.0,469.0
Electrolux,614.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,874.0,431.0
Bosch,114.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,China,1449.0,441.5
Haier,351.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,5.0,Germany,222.0,444.0
Panasonic,451.0,A++,Single Door,Smart Connectivity,White,Glass,3.0,USA,1038.0,469.0
LG,281.0,A+,Single Door,Ice Dispenser,Gray,Plastic,7.0,China,1099.0,453.0
Haier,722.0,B,Single Door,Smart Connectivity,Gray,Glass,8.0,USA,1567.0,440.0
Electrolux,464.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,1.0,Germany,1099.0,461.0
Frigidaire,675.0,A,Double Door,Water Dispenser,Silver,Plastic,1.0,India,1569.0,440.5
Bosch,224.0,A++,Double Door,Smart Connectivity,Black,Glass,8.0,India,1550.0,441.5
GE,647.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,6.0,India,1280.0,447.0
Whirlpool,795.0,A++,Single Door,Water Dispenser,Black,Glass,6.0,India,1510.0,416.5
Panasonic,451.0,B,Double Door,Ice Dispenser,Gray,Stainless Steel,7.0,India,1451.0,466.0
GE,198.0,B,Double Door,Smart Connectivity,Gray,Plastic,8.0,India,362.0,471.0
Electrolux,451.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,7.0,China,979.0,431.5
Samsung,369.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,India,804.0,452.0
LG,237.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,9.0,USA,1944.0,465.0
Panasonic,794.0,A,Single Door,Water Dispenser,Silver,Plastic,4.0,Germany,394.0,463.0
Bosch,124.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,India,634.0,441.5
Samsung,451.0,B,Single Door,Water Dispenser,White,Glass,1.0,China,1692.0,447.0
GE,572.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,8.0,USA,1099.0,403.0
LG,326.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,7.0,China,746.0,458.0
LG,247.0,A,Single Door,Ice Dispenser,White,Glass,5.0,China,1569.0,458.0
Bosch,605.0,A+,Single Door,Ice Dispenser,White,Plastic,3.0,China,793.0,446.5
Haier,106.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,USA,1827.0,434.5
Electrolux,196.0,B,Single Door,Water Dispenser,White,Plastic,1.0,China,1960.0,431.5
Bosch,191.0,A,Double Door,Ice Dispenser,Silver,Plastic,4.0,China,501.0,424.0
Bosch,786.0,A+,Double Door,Water Dispenser,Gray,Plastic,3.0,China,1947.0,446.5
GE,298.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,8.0,India,852.0,446.0
Haier,766.0,A+,Single Door,Water Dispenser,Silver,Stainless Steel,7.0,India,1417.0,444.0
GE,393.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,6.0,USA,500.0,403.0
LG,321.0,A,Single Door,Smart Connectivity,White,Glass,3.0,Germany,961.0,458.0
Electrolux,422.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,3.0,Germany,1819.0,431.5
Siemens,109.0,A,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,1159.0,476.0
Whirlpool,257.0,B,Side-by-Side,Water Dispenser,White,Plastic,2.0,India,1320.0,461.0
Whirlpool,284.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,China,697.0,457.5
Samsung,629.0,A,Double Door,Water Dispenser,Silver,Glass,2.0,Germany,861.0,440.0
Siemens,716.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,India,1636.0,455.0
GE,113.0,B,Double Door,Smart Connectivity,White,Plastic,7.0,USA,1804.0,471.0
Panasonic,658.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,4.0,Germany,1456.0,430.0
LG,769.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,3.0,India,1127.0,465.0
GE,190.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,2.0,Germany,1991.0,403.0
GE,260.0,A++,Side-by-Side,Water Dispenser,Gray,Stainless Steel,8.0,China,424.0,446.0
Frigidaire,771.0,A+,Single Door,Ice Dispenser,Silver,Plastic,6.0,India,941.0,446.5
Haier,638.0,A++,Single Door,Smart Connectivity,Silver,Plastic,8.0,USA,714.0,434.5
Haier,119.0,A,Double Door,Smart Connectivity,Gray,Glass,5.0,Germany,319.0,469.0
Electrolux,194.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,8.0,Germany,748.0,431.0
LG,442.0,A,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,5.0,India,337.0,458.0
Bosch,240.0,A++,Single Door,Ice Dispenser,Black,Plastic,8.0,India,903.0,441.5
Haier,451.0,A,Single Door,Smart Connectivity,White,Plastic,9.0,USA,1023.0,469.0
Samsung,537.0,A++,Double Door,Water Dispenser,White,Glass,5.0,China,1952.0,452.0
Frigidaire,314.0,A+,Double Door,Ice Dispenser,Black,Glass,1.0,China,1493.0,446.5
Frigidaire,601.0,A++,Double Door,Smart Connectivity,Silver,Plastic,4.0,China,1511.0,436.0
Panasonic,406.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1132.0,463.0
GE,699.0,A,Single Door,Ice Dispenser,Gray,Plastic,6.0,Germany,358.0,447.0
Bosch,616.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,2.0,USA,592.0,434.5
Panasonic,166.0,B,Single Door,Smart Connectivity,Silver,Glass,3.0,USA,689.0,466.0
GE,555.0,B,Double Door,Smart Connectivity,White,Glass,5.0,China,1156.0,471.0
Samsung,362.0,B,Double Door,Ice Dispenser,White,Glass,2.0,India,1215.0,447.0
Electrolux,764.0,A+,Side-by-Side,Water Dispenser,Black,Glass,2.0,India,767.0,461.0
Frigidaire,451.0,A++,Single Door,Smart Connectivity,Black,Glass,9.0,China,1099.0,436.0
Haier,550.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,6.0,USA,399.0,469.0
Bosch,147.0,A+,Single Door,Ice Dispenser,Silver,Plastic,9.0,China,1281.0,446.5
GE,789.0,B,Side-by-Side,Smart Connectivity,White,Glass,6.0,India,357.0,471.0
LG,516.0,A,Double Door,Smart Connectivity,Black,Plastic,8.0,China,1099.0,458.0
Whirlpool,644.0,B,Double Door,Smart Connectivity,White,Glass,6.0,Germany,1125.0,461.0
Haier,501.0,A,Double Door,Water Dispenser,Silver,Glass,1.0,China,1834.0,469.0
Panasonic,492.0,A,Single Door,Smart Connectivity,White,Plastic,6.0,India,471.0,463.0
GE,422.0,A,Side-by-Side,Ice Dispenser,Black,Glass,7.0,China,603.0,447.0
LG,431.0,B,Single Door,Smart Connectivity,Silver,Glass,1.0,USA,1915.0,431.0
Panasonic,782.0,A++,Single Door,Smart Connectivity,Black,Plastic,9.0,India,1763.0,469.0
Whirlpool,485.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,3.0,China,700.0,457.5
Panasonic,761.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,China,1651.0,466.0
Bosch,451.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,USA,1178.0,424.0
Electrolux,451.0,B,Single Door,Smart Connectivity,Gray,Glass,6.0,India,818.0,431.5
LG,282.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,China,1552.0,458.0
GE,284.0,B,Single Door,Ice Dispenser,Black,Glass,4.0,China,1330.0,471.0
LG,310.0,B,Single Door,Ice Dispenser,White,Stainless Steel,9.0,China,922.0,431.0
LG,565.0,A++,Single Door,Smart Connectivity,Silver,Glass,8.0,India,1108.0,465.0
Haier,266.0,A,Side-by-Side,Water Dispenser,White,Glass,6.0,Germany,1611.0,469.0
Samsung,699.0,A+,Double Door,Ice Dispenser,Gray,Plastic,5.0,Germany,666.0,458.0
Samsung,653.0,A+,Single Door,Ice Dispenser,White,Plastic,9.0,USA,639.0,458.0
Frigidaire,732.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,9.0,India,537.0,446.5
LG,316.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,3.0,India,1090.0,431.0
Whirlpool,451.0,A++,Double Door,Ice Dispenser,Black,Plastic,7.0,Germany,374.0,416.5
Frigidaire,611.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,USA,1484.0,446.5
Panasonic,761.0,A++,Double Door,Ice Dispenser,Silver,Glass,5.0,USA,1239.0,469.0
Bosch,746.0,A++,Single Door,Ice Dispenser,White,Plastic,9.0,USA,1245.0,441.5
Haier,451.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1703.0,469.0
Electrolux,664.0,A,Single Door,Smart Connectivity,Black,Glass,1.0,India,586.0,458.0
LG,647.0,A,Single Door,Water Dispenser,Black,Glass,3.0,USA,419.0,458.0
Siemens,364.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,7.0,India,1615.0,455.0
Bosch,118.0,B,Single Door,Ice Dispenser,White,Stainless Steel,5.0,India,622.0,434.5
Whirlpool,262.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,9.0,USA,862.0,416.5
LG,406.0,A++,Double Door,Ice Dispenser,Black,Glass,5.0,Germany,567.0,465.0
Siemens,368.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,Germany,1221.0,455.0
Whirlpool,373.0,A,Double Door,Water Dispenser,Black,Stainless Steel,9.0,Germany,1725.0,457.5
Electrolux,240.0,A++,Single Door,Water Dispenser,Silver,Glass,3.0,China,1913.0,431.0
Samsung,451.0,A,Double Door,Smart Connectivity,Silver,Glass,4.0,USA,771.0,440.0
Whirlpool,261.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,China,940.0,457.5
Haier,178.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,China,661.0,469.0
Frigidaire,654.0,A+,Double Door,Water Dispenser,Silver,Glass,1.0,China,446.0,446.5
Siemens,217.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,5.0,USA,528.0,469.0
Panasonic,639.0,A,Side-by-Side,Smart Connectivity,White,Plastic,3.0,India,1099.0,463.0
Whirlpool,330.0,A+,Double Door,Water Dispenser,Gray,Glass,4.0,USA,513.0,479.0
Frigidaire,703.0,A++,Single Door,Smart Connectivity,White,Glass,3.0,USA,637.0,436.0
Panasonic,695.0,A,Side-by-Side,Water Dispenser,White,Plastic,4.0,USA,281.0,463.0
Samsung,655.0,A++,Side-by-Side,Smart Connectivity,White,Glass,1.0,Germany,1755.0,452.0
Bosch,446.0,A++,Double Door,Smart Connectivity,Black,Glass,9.0,China,1744.0,441.5
Whirlpool,777.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1625.0,416.5
Panasonic,265.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,3.0,Germany,1671.0,430.0
Whirlpool,379.0,A++,Single Door,Smart Connectivity,Silver,Plastic,4.0,Germany,632.0,416.5
Electrolux,272.0,A,Single Door,Smart Connectivity,White,Stainless Steel,6.0,India,707.0,458.0
Frigidaire,220.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,1700.0,436.0
Frigidaire,165.0,B,Double Door,Smart Connectivity,White,Glass,9.0,Germany,1940.0,429.5
Frigidaire,691.0,B,Double Door,Ice Dispenser,Gray,Plastic,6.0,China,1640.0,429.5
GE,791.0,A++,Side-by-Side,Water Dispenser,Gray,Stainless Steel,8.0,Germany,833.0,446.0
Samsung,645.0,A++,Single Door,Ice Dispenser,Silver,Glass,4.0,China,1643.0,452.0
Whirlpool,337.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,1.0,China,1932.0,457.5
Frigidaire,693.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,7.0,China,545.0,429.5
Siemens,484.0,A++,Side-by-Side,Water Dispenser,Gray,Plastic,6.0,India,1191.0,469.0
Whirlpool,491.0,A+,Single Door,Smart Connectivity,Gray,Plastic,9.0,China,1209.0,479.0
Haier,288.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,1.0,China,1099.0,434.5
GE,125.0,A,Single Door,Smart Connectivity,Gray,Glass,3.0,China,1174.0,447.0
LG,510.0,A,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,314.0,458.0
Bosch,656.0,A+,Single Door,Smart Connectivity,Silver,Glass,9.0,China,1796.0,446.5
Samsung,484.0,A++,Side-by-Side,Ice Dispenser,Black,Plastic,6.0,China,1682.0,452.0
Panasonic,689.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,1.0,India,1962.0,466.0
Electrolux,279.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,7.0,India,1687.0,458.0
Whirlpool,551.0,A+,Double Door,Ice Dispenser,White,Glass,4.0,USA,1297.0,479.0
LG,611.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,9.0,China,477.0,453.0
Whirlpool,333.0,A++,Double Door,Ice Dispenser,Silver,Glass,5.0,China,1099.0,416.5
Panasonic,173.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,1.0,Germany,1232.0,430.0
Haier,772.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,Germany,724.0,440.0
Samsung,540.0,A+,Double Door,Ice Dispenser,Silver,Plastic,5.0,India,536.0,458.0
Electrolux,410.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,3.0,China,630.0,461.0
Bosch,446.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,4.0,India,888.0,434.5
Whirlpool,668.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,1.0,USA,1162.0,461.0
Panasonic,476.0,A+,Double Door,Smart Connectivity,White,Glass,7.0,USA,1456.0,430.0
GE,289.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,2.0,China,1401.0,471.0
Haier,783.0,A+,Single Door,Water Dispenser,Silver,Glass,7.0,China,1170.0,444.0
Siemens,109.0,A+,Single Door,Water Dispenser,White,Plastic,7.0,USA,1203.0,455.0
LG,733.0,B,Side-by-Side,Water Dispenser,White,Glass,5.0,China,394.0,431.0
GE,244.0,A+,Single Door,Smart Connectivity,Silver,Glass,8.0,China,1243.0,403.0
Bosch,198.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,7.0,India,1325.0,446.5
GE,736.0,A,Side-by-Side,Water Dispenser,Black,Plastic,9.0,China,649.0,447.0
Frigidaire,503.0,A++,Double Door,Ice Dispenser,Black,Plastic,6.0,USA,226.0,436.0
Electrolux,141.0,A,Side-by-Side,Water Dispenser,Black,Plastic,7.0,China,422.0,458.0
GE,395.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,2.0,China,1103.0,403.0
Frigidaire,769.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,1.0,Germany,1400.0,440.5
Samsung,568.0,A+,Single Door,Smart Connectivity,Silver,Glass,8.0,India,899.0,458.0
Br@ndX,545.0,B,Side-by-Side,Water Dispenser,White,Plastic,7.0,China,1328.0,487.0
Haier,666.0,B,Single Door,Smart Connectivity,Gray,Plastic,1.0,India,1275.0,440.0
LG,307.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,7.0,India,1047.0,465.0
Electrolux,783.0,A++,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,China,922.0,431.0
GE,125.0,A+,Single Door,Smart Connectivity,Silver,Glass,2.0,China,1883.0,403.0
Whirlpool,112.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,USA,1099.0,479.0
Haier,640.0,A+,Double Door,Ice Dispenser,Gray,Glass,5.0,China,295.0,444.0
Siemens,648.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,9.0,USA,1641.0,476.0
Bosch,469.0,A+,Double Door,Smart Connectivity,Gray,Stainless Steel,2.0,USA,1419.0,446.5
GE,400.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,1.0,USA,471.0,446.0
Samsung,575.0,B,Double Door,Smart Connectivity,Silver,Plastic,8.0,China,853.0,447.0
Whirlpool,752.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,China,1331.0,479.0
LG,671.0,B,Single Door,Smart Connectivity,Gray,Plastic,2.0,Germany,1880.0,431.0
Electrolux,440.0,B,Double Door,Smart Connectivity,White,Stainless Steel,9.0,India,1168.0,431.5
LG,575.0,A,Single Door,Water Dispenser,Black,Stainless Steel,1.0,China,524.0,458.0
Bosch,582.0,A++,Double Door,Smart Connectivity,Silver,Stainless Steel,6.0,Germany,1131.0,441.5
LG,352.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,China,684.0,453.0
Whirlpool,784.0,B,Side-by-Side,Ice Dispenser,Black,Glass,8.0,Germany,1379.0,461.0
Whirlpool,692.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,5.0,China,1371.0,461.0
Bosch,746.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,4.0,USA,1651.0,441.5
Electrolux,315.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,9.0,USA,438.0,431.5
Panasonic,663.0,A,Double Door,Water Dispenser,White,Plastic,7.0,China,1878.0,463.0
LG,799.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,China,976.0,465.0
Samsung,449.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,2.0,USA,947.0,447.0
LG,751.0,B,Single Door,Smart Connectivity,Gray,Glass,7.0,India,806.0,431.0
Bosch,470.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,India,1099.0,424.0
Whirlpool,504.0,B,Single Door,Smart Connectivity,Black,Glass,7.0,Germany,1277.0,461.0
GE,125.0,A++,Single Door,Water Dispenser,Silver,Plastic,8.0,Germany,1099.0,446.0
Whirlpool,451.0,A+,Double Door,Smart Connectivity,Gray,Glass,4.0,Germany,1606.0,479.0
Samsung,684.0,A+,Single Door,Smart Connectivity,White,Plastic,4.0,China,783.0,458.0
Haier,214.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,7.0,India,1099.0,434.5
Haier,664.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,7.0,Germany,1836.0,440.0
LG,448.0,A,Double Door,Smart Connectivity,Silver,Glass,4.0,China,1623.0,458.0
Haier,233.0,B,Single Door,Smart Connectivity,White,Plastic,9.0,USA,1854.0,440.0
Electrolux,451.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,2.0,China,452.0,458.0
Frigidaire,571.0,B,Double Door,Water Dispenser,Black,Stainless Steel,2.0,Germany,1727.0,429.5
Samsung,766.0,B,Single Door,Water Dispenser,Silver,Stainless Steel,6.0,Germany,1294.0,447.0
Haier,376.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,USA,1635.0,444.0
Bosch,341.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,Germany,537.0,441.5
Whirlpool,703.0,A,Double Door,Smart Connectivity,White,Stainless Steel,5.0,Germany,1983.0,457.5
LG,451.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,China,438.0,431.0
Siemens,735.0,A++,Double Door,Smart Connectivity,Black,Glass,5.0,India,1858.0,469.0
GE,398.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,5.0,Germany,259.0,403.0
